OrderID,ProductID,ProductName,Category,QuantitySold,SellingPrice,DateOfSale,CustomerID,CustomerName,ContactEmail,PhoneNumber,DeliveryAddress,DeliveryDate,DeliveryStatus,Platform,PrimeDelivery,WarehouseLocation
AMA-194832,PID-1469,Phone,Fashion,9,677.96,2030-11-28,CUST-7910,Alex,customer720@example.com,+91-8700741871,"82 Street, City-40, State-4",2030-12-02,Cancelled,Amazon,False,East
AMA-743513,PID-1111,Phone,Accessories,5,287.74,2030-11-30,CUST-6832,Chris,customer462@example.com,+91-9745373331,"487 Street, City-1, State-20",2030-12-04,In Transit,Amazon,False,South
AMA-140861,PID-7310,Headphones,Accessories,1,676.17,2030-12-01,CUST-2053,John,customer339@example.com,+91-9025472164,"35 Street, City-81, State-6",2030-12-05,In Transit,Amazon,False,East
AMA-513282,PID-5735,Watch,Accessories,5,427.97,2030-12-02,CUST-7158,Chris,customer64@example.com,+91-9861362264,"362 Street, City-44, State-13",2030-12-06,Delivered,Amazon,False,West
AMA-611078,PID-7795,Phone,Books,9,343.63,2030-12-03,CUST-5211,Sam,customer661@example.com,+91-8285936338,"234 Street, City-32, State-2",2030-12-07,In Transit,Amazon,False,South
AMA-366488,PID-3193,Phone,Accessories,6,173.68,2030-12-04,CUST-8921,Sam,customer117@example.com,+91-7392204201,"422 Street, City-85, State-16",2030-12-08,In Transit,Amazon,True,North
AMA-130126,PID-2012,Headphones,Fashion,9,347.47,2030-12-05,CUST-6933,Taylor,customer341@example.com,+91-7006325941,"86 Street, City-53, State-7",2030-12-09,Cancelled,Amazon,True,East
AMA-249476,PID-6442,Watch,Books,9,715.42,2030-12-06,CUST-4641,Chris,customer491@example.com,+91-7614605330,"167 Street, City-39, State-17",2030-12-10,Delivered,Amazon,False,South
AMA-130411,PID-9474,Shoes,Accessories,10,647.72,2030-12-07,CUST-9476,Alex,customer727@example.com,+91-7443984453,"447 Street, City-33, State-26",2030-12-11,Cancelled,Amazon,False,East
AMA-629054,PID-5016,Laptop,Accessories,10,374.4,2030-12-08,CUST-2034,Alex,customer820@example.com,+91-8272270562,"411 Street, City-23, State-17",2030-12-12,In Transit,Amazon,True,East
AMA-323871,PID-2189,Book,Books,7,388.55,2030-12-09,CUST-1426,Jane,customer117@example.com,+91-7129490186,"373 Street, City-1, State-24",2030-12-13,In Transit,Amazon,False,North
AMA-128997,PID-8816,Phone,Electronics,3,257.17,2030-12-11,CUST-6927,John,customer255@example.com,+91-8935762285,"188 Street, City-85, State-26",2030-12-15,Cancelled,Amazon,False,East
AMA-382912,PID-9711,Book,Books,9,664.73,2030-12-12,CUST-7208,Jane,customer997@example.com,+91-8789926264,"399 Street, City-69, State-12",2030-12-16,Cancelled,Amazon,True,West
AMA-848755,PID-9060,Book,Electronics,6,140.34,2030-12-13,CUST-4845,Jane,customer11@example.com,+91-9607653876,"45 Street, City-64, State-25",2030-12-17,In Transit,Amazon,True,North
AMA-128883,PID-2492,Shoes,Fashion,10,991.55,2030-12-17,CUST-4216,Jane,customer827@example.com,+91-8422563324,"342 Street, City-21, State-26",2030-12-21,In Transit,Amazon,False,West
AMA-617480,PID-7566,Phone,Fashion,1,223.32,2030-12-24,CUST-8452,Taylor,customer408@example.com,+91-7991805954,"149 Street, City-91, State-28",2030-12-28,In Transit,Amazon,False,East
AMA-447945,PID-2617,Shoes,Electronics,2,147.27,2030-12-25,CUST-6138,Chris,customer714@example.com,+91-7761897819,"235 Street, City-4, State-10",2030-12-29,In Transit,Amazon,True,North
AMA-413073,PID-1456,Headphones,Accessories,5,758.4,2030-12-26,CUST-8293,Sam,customer162@example.com,+91-7949713527,"271 Street, City-56, State-19",2030-12-30,In Transit,Amazon,True,South
AMA-674984,PID-6201,Shoes,Accessories,8,760.66,2030-12-28,CUST-5574,Alex,customer864@example.com,+91-9991805099,"341 Street, City-48, State-8",2031-01-01,In Transit,Amazon,True,West
AMA-474725,PID-2488,Phone,Fashion,4,521.0,2030-12-29,CUST-9964,Sam,customer197@example.com,+91-7681167133,"500 Street, City-48, State-30",2031-01-02,Delivered,Amazon,True,North
AMA-504668,PID-4385,Shoes,Books,10,218.39,2030-12-31,CUST-9167,John,customer276@example.com,+91-9730241788,"157 Street, City-99, State-1",2031-01-04,Delivered,Amazon,False,West
AMA-135715,PID-5995,Watch,Fashion,3,566.16,2031-01-02,CUST-8013,Alex,customer333@example.com,+91-9421378804,"157 Street, City-93, State-20",2031-01-06,Delivered,Amazon,True,North
AMA-482506,PID-9003,Laptop,Books,4,882.73,2031-01-05,CUST-3194,Chris,customer396@example.com,+91-9077436097,"489 Street, City-45, State-29",2031-01-09,In Transit,Amazon,False,East
AMA-548035,PID-3745,Headphones,Accessories,1,698.49,2031-01-08,CUST-8760,Alex,customer95@example.com,+91-7439644323,"469 Street, City-7, State-10",2031-01-12,Cancelled,Amazon,False,North
AMA-673292,PID-8917,Laptop,Accessories,3,563.44,2031-01-10,CUST-3874,Jane,customer222@example.com,+91-7267540807,"335 Street, City-92, State-14",2031-01-14,Cancelled,Amazon,False,South
AMA-581199,PID-9671,Watch,Books,4,689.21,2031-01-12,CUST-2944,Jane,customer384@example.com,+91-7949894504,"14 Street, City-51, State-1",2031-01-16,In Transit,Amazon,True,West
AMA-660054,PID-6669,Laptop,Books,2,930.58,2031-01-15,CUST-1516,Jane,customer872@example.com,+91-7465085285,"447 Street, City-22, State-9",2031-01-19,In Transit,Amazon,True,East
AMA-464138,PID-2706,Watch,Accessories,3,312.18,2031-01-17,CUST-3762,John,customer958@example.com,+91-8320672292,"494 Street, City-71, State-18",2031-01-21,In Transit,Amazon,True,West
AMA-677244,PID-5567,Phone,Fashion,10,595.73,2031-01-18,CUST-9484,Chris,customer60@example.com,+91-8949383199,"237 Street, City-78, State-7",2031-01-22,Delivered,Amazon,False,East
AMA-138687,PID-4820,Headphones,Fashion,3,243.15,2031-01-21,CUST-2323,Alex,customer346@example.com,+91-7561647225,"93 Street, City-75, State-8",2031-01-25,Delivered,Amazon,True,North
AMA-706603,PID-5977,Watch,Electronics,7,193.98,2031-01-22,CUST-3811,Chris,customer824@example.com,+91-9033375637,"239 Street, City-13, State-7",2031-01-26,Cancelled,Amazon,True,South
AMA-279814,PID-2179,Watch,Books,5,818.86,2031-01-26,CUST-2446,Alex,customer691@example.com,+91-9689214779,"469 Street, City-7, State-5",2031-01-30,Cancelled,Amazon,False,South
AMA-108170,PID-8722,Shoes,Electronics,5,112.53,2031-01-28,CUST-3912,Sam,customer462@example.com,+91-9770219424,"208 Street, City-40, State-7",2031-02-01,Delivered,Amazon,True,South
AMA-800286,PID-9903,Laptop,Electronics,2,761.4,2031-01-29,CUST-5398,Jane,customer38@example.com,+91-7978649651,"225 Street, City-70, State-27",2031-02-02,Delivered,Amazon,False,North
AMA-787641,PID-9192,Laptop,Electronics,3,902.94,2031-01-31,CUST-7941,Taylor,customer639@example.com,+91-9317677607,"448 Street, City-27, State-23",2031-02-04,Delivered,Amazon,False,East
AMA-945936,PID-1708,Book,Books,9,145.17,2031-02-02,CUST-4267,Sam,customer953@example.com,+91-9059635713,"25 Street, City-60, State-25",2031-02-06,In Transit,Amazon,False,South
AMA-240298,PID-6448,Headphones,Fashion,7,777.05,2031-02-05,CUST-8783,Taylor,customer805@example.com,+91-8299050868,"368 Street, City-66, State-11",2031-02-09,In Transit,Amazon,False,North
AMA-989165,PID-8069,Shoes,Accessories,2,666.39,2031-02-06,CUST-4779,Alex,customer740@example.com,+91-7273514571,"336 Street, City-45, State-8",2031-02-10,Cancelled,Amazon,False,West
AMA-143678,PID-9748,Watch,Fashion,1,628.69,2031-02-10,CUST-7089,Chris,customer427@example.com,+91-7827850659,"80 Street, City-50, State-29",2031-02-14,In Transit,Amazon,False,South
AMA-711733,PID-2198,Laptop,Books,6,441.99,2031-02-13,CUST-1038,Jane,customer218@example.com,+91-9665179599,"101 Street, City-59, State-28",2031-02-17,Cancelled,Amazon,True,West
AMA-787046,PID-1173,Phone,Accessories,3,429.77,2031-02-16,CUST-2480,John,customer501@example.com,+91-9699639075,"250 Street, City-31, State-17",2031-02-20,Cancelled,Amazon,True,East
AMA-748349,PID-6202,Headphones,Electronics,6,809.06,2031-02-18,CUST-4816,Taylor,customer980@example.com,+91-9260154794,"21 Street, City-14, State-20",2031-02-22,Delivered,Amazon,True,East
AMA-435171,PID-9167,Headphones,Fashion,8,792.29,2031-02-19,CUST-2714,Chris,customer88@example.com,+91-9278186346,"132 Street, City-62, State-21",2031-02-23,Cancelled,Amazon,False,East
AMA-406487,PID-5537,Headphones,Books,2,898.88,2031-02-21,CUST-4898,Taylor,customer484@example.com,+91-8390891090,"241 Street, City-26, State-25",2031-02-25,Cancelled,Amazon,True,West
AMA-463833,PID-1278,Shoes,Accessories,4,723.75,2031-02-24,CUST-7807,Taylor,customer923@example.com,+91-7817996870,"427 Street, City-80, State-2",2031-02-28,In Transit,Amazon,False,South
AMA-646683,PID-8287,Watch,Electronics,9,243.83,2031-02-26,CUST-4048,Chris,customer79@example.com,+91-7256803604,"293 Street, City-27, State-12",2031-03-02,Cancelled,Amazon,False,West
AMA-417961,PID-4606,Watch,Accessories,10,886.22,2031-02-27,CUST-6259,Alex,customer926@example.com,+91-8283801949,"80 Street, City-90, State-12",2031-03-03,In Transit,Amazon,True,East
AMA-180079,PID-6701,Shoes,Books,9,344.41,2031-02-28,CUST-3706,Sam,customer143@example.com,+91-7003173954,"323 Street, City-63, State-29",2031-03-04,Cancelled,Amazon,True,West
AMA-431807,PID-4476,Headphones,Accessories,3,223.25,2031-03-03,CUST-3957,Chris,customer237@example.com,+91-8380486175,"214 Street, City-93, State-19",2031-03-07,Delivered,Amazon,False,West
AMA-876385,PID-2909,Headphones,Electronics,3,590.52,2031-03-04,CUST-4536,Jane,customer191@example.com,+91-8248710723,"208 Street, City-48, State-9",2031-03-08,Cancelled,Amazon,True,South
AMA-925168,PID-5591,Laptop,Books,4,879.36,2031-03-05,CUST-4886,Sam,customer132@example.com,+91-9896569287,"175 Street, City-89, State-18",2031-03-09,In Transit,Amazon,False,East
AMA-352352,PID-3466,Book,Accessories,5,953.97,2031-03-07,CUST-6301,Jane,customer437@example.com,+91-7804251076,"466 Street, City-18, State-14",2031-03-11,Delivered,Amazon,False,North
AMA-930627,PID-8415,Headphones,Fashion,1,782.61,2031-03-09,CUST-4873,Jane,customer333@example.com,+91-8188078614,"460 Street, City-46, State-14",2031-03-13,Cancelled,Amazon,False,East
AMA-248048,PID-5246,Phone,Electronics,3,727.48,2031-03-18,CUST-4866,Sam,customer169@example.com,+91-8936390765,"75 Street, City-76, State-8",2031-03-22,Cancelled,Amazon,True,East
AMA-366188,PID-4648,Laptop,Fashion,1,650.51,2031-03-24,CUST-1125,Taylor,customer807@example.com,+91-7488346703,"439 Street, City-48, State-24",2031-03-28,Delivered,Amazon,True,East
AMA-611486,PID-3163,Phone,Books,6,660.57,2031-03-28,CUST-8763,Chris,customer654@example.com,+91-8758040907,"5 Street, City-62, State-8",2031-04-01,In Transit,Amazon,True,East
AMA-779036,PID-5862,Phone,Accessories,2,675.78,2031-03-30,CUST-2941,Chris,customer229@example.com,+91-7971262886,"385 Street, City-5, State-2",2031-04-03,Cancelled,Amazon,False,North
AMA-823489,PID-1674,Book,Electronics,1,902.82,2031-03-31,CUST-5798,Alex,customer931@example.com,+91-9996340352,"421 Street, City-37, State-25",2031-04-04,Cancelled,Amazon,True,North
AMA-734305,PID-5291,Laptop,Fashion,10,908.4,2031-04-01,CUST-8310,Jane,customer25@example.com,+91-8379207846,"77 Street, City-63, State-18",2031-04-05,Delivered,Amazon,True,West
AMA-501099,PID-8079,Laptop,Accessories,10,368.24,2031-04-04,CUST-6347,Sam,customer535@example.com,+91-7653135314,"314 Street, City-98, State-24",2031-04-08,In Transit,Amazon,False,South
AMA-284659,PID-3856,Headphones,Electronics,8,918.44,2031-04-05,CUST-9665,John,customer110@example.com,+91-8685377619,"249 Street, City-3, State-15",2031-04-09,Delivered,Amazon,True,East
AMA-590806,PID-2003,Headphones,Fashion,7,852.76,2031-04-08,CUST-6055,Chris,customer909@example.com,+91-9895234269,"396 Street, City-78, State-12",2031-04-12,In Transit,Amazon,True,South
AMA-828085,PID-2780,Book,Fashion,9,109.84,2031-04-09,CUST-6198,Jane,customer443@example.com,+91-8615004224,"135 Street, City-86, State-4",2031-04-13,Cancelled,Amazon,False,North
AMA-800649,PID-8963,Headphones,Books,1,217.18,2031-04-12,CUST-6090,Alex,customer723@example.com,+91-8632816596,"46 Street, City-60, State-2",2031-04-16,Delivered,Amazon,True,East
AMA-540019,PID-3795,Phone,Electronics,9,417.2,2031-04-13,CUST-4178,Sam,customer763@example.com,+91-8932999003,"490 Street, City-95, State-13",2031-04-17,In Transit,Amazon,False,East
AMA-612824,PID-2632,Headphones,Electronics,10,665.42,2031-04-14,CUST-6761,Chris,customer200@example.com,+91-9240072579,"7 Street, City-36, State-29",2031-04-18,Cancelled,Amazon,True,North
AMA-164801,PID-9429,Book,Books,1,433.11,2031-04-15,CUST-2772,John,customer906@example.com,+91-9085095686,"183 Street, City-67, State-5",2031-04-19,In Transit,Amazon,False,South
AMA-896924,PID-2057,Watch,Fashion,6,113.97,2031-04-16,CUST-8204,Taylor,customer238@example.com,+91-9551752690,"424 Street, City-43, State-30",2031-04-20,Delivered,Amazon,True,North
AMA-394142,PID-7449,Book,Electronics,10,215.28,2031-04-21,CUST-1848,Chris,customer77@example.com,+91-9127980321,"221 Street, City-62, State-27",2031-04-25,In Transit,Amazon,True,East
AMA-491150,PID-5394,Phone,Fashion,4,553.77,2031-04-23,CUST-9593,Sam,customer806@example.com,+91-9594888983,"313 Street, City-6, State-22",2031-04-27,Cancelled,Amazon,False,East
AMA-970513,PID-5746,Watch,Fashion,2,150.1,2031-04-25,CUST-2423,Jane,customer240@example.com,+91-9899579135,"230 Street, City-32, State-12",2031-04-29,Delivered,Amazon,False,West
AMA-718284,PID-4127,Book,Fashion,10,884.82,2031-04-26,CUST-2697,John,customer622@example.com,+91-7114173443,"327 Street, City-15, State-2",2031-04-30,In Transit,Amazon,False,East
AMA-847047,PID-8878,Laptop,Fashion,4,111.63,2031-04-27,CUST-7952,John,customer141@example.com,+91-7010209508,"474 Street, City-51, State-24",2031-05-01,In Transit,Amazon,False,East
AMA-136704,PID-3131,Laptop,Electronics,1,791.57,2031-04-30,CUST-4105,Taylor,customer131@example.com,+91-8075723197,"302 Street, City-68, State-10",2031-05-04,In Transit,Amazon,True,West
AMA-995147,PID-8911,Phone,Books,2,484.83,2031-05-03,CUST-2795,Alex,customer181@example.com,+91-8512917359,"213 Street, City-53, State-26",2031-05-07,Cancelled,Amazon,False,South
AMA-274477,PID-7416,Laptop,Accessories,8,901.45,2031-05-04,CUST-6472,Alex,customer682@example.com,+91-9597425662,"364 Street, City-42, State-16",2031-05-08,Delivered,Amazon,False,West
AMA-280273,PID-8778,Book,Electronics,10,743.12,2031-05-05,CUST-3029,Alex,customer209@example.com,+91-9232730886,"380 Street, City-3, State-15",2031-05-09,In Transit,Amazon,False,South
AMA-148606,PID-7885,Shoes,Electronics,6,890.08,2031-05-07,CUST-5046,Chris,customer707@example.com,+91-8771910839,"362 Street, City-47, State-23",2031-05-11,Delivered,Amazon,False,East
AMA-230056,PID-8848,Shoes,Accessories,9,743.12,2031-05-08,CUST-7994,Chris,customer809@example.com,+91-8177425350,"465 Street, City-33, State-10",2031-05-12,Delivered,Amazon,True,East
AMA-211886,PID-5292,Book,Books,8,333.23,2031-05-09,CUST-4957,Jane,customer561@example.com,+91-7909399813,"477 Street, City-10, State-21",2031-05-13,Cancelled,Amazon,True,West
AMA-701936,PID-7282,Book,Books,8,639.4,2031-05-10,CUST-8185,Chris,customer192@example.com,+91-8896843840,"484 Street, City-29, State-13",2031-05-14,Delivered,Amazon,False,East
AMA-451232,PID-1384,Book,Accessories,3,155.43,2031-05-11,CUST-4460,Sam,customer693@example.com,+91-7090848834,"22 Street, City-9, State-23",2031-05-15,In Transit,Amazon,False,North
AMA-173717,PID-8462,Phone,Accessories,7,966.58,2031-05-13,CUST-2060,Chris,customer115@example.com,+91-8992690395,"92 Street, City-17, State-16",2031-05-17,Delivered,Amazon,False,West
AMA-712439,PID-3484,Watch,Fashion,9,706.64,2031-05-15,CUST-3742,Alex,customer745@example.com,+91-7036734056,"129 Street, City-58, State-11",2031-05-19,Cancelled,Amazon,True,North
AMA-148370,PID-8814,Shoes,Accessories,6,771.06,2031-05-16,CUST-3534,Alex,customer754@example.com,+91-7968167620,"201 Street, City-66, State-6",2031-05-20,In Transit,Amazon,True,South
AMA-333600,PID-6859,Shoes,Accessories,1,946.55,2031-05-18,CUST-7768,John,customer676@example.com,+91-9410339665,"155 Street, City-43, State-24",2031-05-22,Delivered,Amazon,False,West
AMA-554601,PID-2248,Phone,Fashion,1,272.27,2031-05-21,CUST-6540,Taylor,customer595@example.com,+91-7030643277,"299 Street, City-87, State-15",2031-05-25,Delivered,Amazon,True,North
AMA-556203,PID-7953,Shoes,Fashion,10,541.62,2031-05-25,CUST-4803,Taylor,customer460@example.com,+91-8207568364,"442 Street, City-81, State-22",2031-05-29,Delivered,Amazon,False,South
AMA-296078,PID-7343,Headphones,Accessories,2,695.96,2031-05-26,CUST-6868,Sam,customer178@example.com,+91-7303252509,"410 Street, City-78, State-11",2031-05-30,Cancelled,Amazon,False,West
AMA-683504,PID-3781,Book,Fashion,8,135.45,2031-05-28,CUST-6908,John,customer272@example.com,+91-7629807012,"85 Street, City-95, State-27",2031-06-01,Cancelled,Amazon,True,South
AMA-956906,PID-5507,Phone,Electronics,8,300.82,2031-06-01,CUST-9388,Alex,customer327@example.com,+91-8540773032,"124 Street, City-12, State-13",2031-06-05,Cancelled,Amazon,False,South
AMA-217027,PID-6786,Phone,Books,10,643.88,2031-06-02,CUST-3914,John,customer963@example.com,+91-8042861498,"141 Street, City-13, State-25",2031-06-06,Cancelled,Amazon,True,East
AMA-754069,PID-7139,Laptop,Books,2,398.3,2031-06-03,CUST-4203,Chris,customer457@example.com,+91-9643533914,"138 Street, City-85, State-8",2031-06-07,In Transit,Amazon,False,South
AMA-241226,PID-4779,Phone,Accessories,5,249.41,2031-06-04,CUST-2613,John,customer199@example.com,+91-9148276459,"110 Street, City-65, State-25",2031-06-08,Cancelled,Amazon,True,East
AMA-880065,PID-8590,Headphones,Electronics,6,701.4,2031-06-05,CUST-6986,Alex,customer880@example.com,+91-7937747860,"180 Street, City-24, State-24",2031-06-09,Delivered,Amazon,True,West
AMA-965913,PID-1202,Headphones,Electronics,8,455.47,2031-06-07,CUST-5523,Alex,customer270@example.com,+91-8641730396,"373 Street, City-59, State-20",2031-06-11,Cancelled,Amazon,False,South
AMA-980204,PID-4089,Phone,Books,8,337.76,2031-06-08,CUST-3428,Jane,customer977@example.com,+91-7369714604,"315 Street, City-44, State-18",2031-06-12,Delivered,Amazon,True,East
AMA-166620,PID-4613,Headphones,Fashion,9,967.14,2031-06-09,CUST-8985,Alex,customer341@example.com,+91-8886677972,"192 Street, City-16, State-4",2031-06-13,Delivered,Amazon,True,East
AMA-253251,PID-3982,Laptop,Accessories,4,507.09,2031-06-10,CUST-8442,Chris,customer962@example.com,+91-7749236630,"199 Street, City-67, State-12",2031-06-14,Cancelled,Amazon,True,East
AMA-480312,PID-8103,Shoes,Accessories,2,535.8,2031-06-11,CUST-3351,Taylor,customer235@example.com,+91-8201214770,"422 Street, City-5, State-3",2031-06-15,Delivered,Amazon,False,East
AMA-245319,PID-9442,Watch,Electronics,8,403.35,2031-06-16,CUST-9443,Sam,customer542@example.com,+91-8677411076,"380 Street, City-91, State-11",2031-06-20,Cancelled,Amazon,True,North
AMA-862255,PID-2206,Laptop,Fashion,1,416.31,2031-06-17,CUST-4768,Alex,customer417@example.com,+91-9588538304,"300 Street, City-20, State-4",2031-06-21,In Transit,Amazon,False,East
AMA-984126,PID-7044,Shoes,Electronics,10,376.45,2031-06-22,CUST-1437,Jane,customer648@example.com,+91-8989105021,"99 Street, City-21, State-19",2031-06-26,Delivered,Amazon,True,South
AMA-620333,PID-1815,Book,Electronics,10,910.15,2031-06-23,CUST-6874,Taylor,customer280@example.com,+91-7834688332,"377 Street, City-94, State-26",2031-06-27,In Transit,Amazon,False,North
AMA-137791,PID-6276,Book,Fashion,9,211.81,2031-06-27,CUST-2955,Sam,customer114@example.com,+91-9991666818,"293 Street, City-35, State-18",2031-07-01,Cancelled,Amazon,False,South
AMA-593786,PID-6005,Headphones,Accessories,7,110.32,2031-06-29,CUST-7959,John,customer334@example.com,+91-8186801157,"235 Street, City-96, State-29",2031-07-03,In Transit,Amazon,False,North
AMA-899726,PID-9029,Watch,Fashion,1,579.86,2031-06-30,CUST-1129,Sam,customer95@example.com,+91-8022195273,"374 Street, City-10, State-11",2031-07-04,Delivered,Amazon,False,South
AMA-508960,PID-6335,Book,Accessories,10,746.8,2031-07-01,CUST-2724,Chris,customer621@example.com,+91-8676114359,"96 Street, City-9, State-23",2031-07-05,Cancelled,Amazon,False,West
AMA-800551,PID-2433,Book,Electronics,2,345.17,2031-07-02,CUST-7544,Alex,customer132@example.com,+91-8837666523,"494 Street, City-26, State-1",2031-07-06,Delivered,Amazon,False,North
AMA-668724,PID-7109,Shoes,Books,9,922.84,2031-07-03,CUST-9788,John,customer629@example.com,+91-9176822190,"383 Street, City-25, State-18",2031-07-07,Delivered,Amazon,False,West
AMA-762250,PID-3341,Book,Books,4,968.05,2031-07-05,CUST-1794,Alex,customer856@example.com,+91-7660370004,"33 Street, City-50, State-22",2031-07-09,Cancelled,Amazon,True,South
AMA-235929,PID-3350,Book,Electronics,1,127.95,2031-07-06,CUST-7777,Alex,customer999@example.com,+91-9634009966,"121 Street, City-29, State-22",2031-07-10,Cancelled,Amazon,False,West
AMA-411358,PID-5010,Phone,Fashion,3,443.85,2031-07-08,CUST-9703,Chris,customer448@example.com,+91-7433211668,"352 Street, City-93, State-12",2031-07-12,In Transit,Amazon,False,West
AMA-955763,PID-4973,Laptop,Accessories,7,296.35,2031-07-10,CUST-2569,John,customer813@example.com,+91-9301574977,"167 Street, City-94, State-6",2031-07-14,Delivered,Amazon,False,West
AMA-503742,PID-7652,Shoes,Fashion,6,609.7,2031-07-13,CUST-5887,John,customer423@example.com,+91-9468438007,"403 Street, City-29, State-7",2031-07-17,Cancelled,Amazon,False,West
AMA-618647,PID-3235,Headphones,Fashion,5,918.65,2031-07-15,CUST-6129,Taylor,customer683@example.com,+91-9888342775,"224 Street, City-3, State-20",2031-07-19,Cancelled,Amazon,True,South
AMA-497358,PID-4291,Laptop,Accessories,10,664.13,2031-07-17,CUST-4590,Jane,customer828@example.com,+91-7500905208,"424 Street, City-51, State-22",2031-07-21,Cancelled,Amazon,True,East
AMA-536226,PID-2991,Phone,Electronics,10,288.5,2031-07-20,CUST-9402,Alex,customer286@example.com,+91-9400918929,"243 Street, City-20, State-7",2031-07-24,Cancelled,Amazon,True,East
AMA-443878,PID-3348,Shoes,Fashion,5,950.64,2031-07-23,CUST-4434,Sam,customer960@example.com,+91-8547973228,"79 Street, City-34, State-22",2031-07-27,Cancelled,Amazon,True,South
AMA-225453,PID-7792,Watch,Books,9,373.6,2031-07-24,CUST-7947,Alex,customer23@example.com,+91-9160478032,"177 Street, City-95, State-2",2031-07-28,In Transit,Amazon,True,South
AMA-893816,PID-3169,Headphones,Electronics,5,809.27,2031-07-26,CUST-6617,Jane,customer268@example.com,+91-7759865316,"173 Street, City-12, State-15",2031-07-30,In Transit,Amazon,True,East
AMA-472525,PID-2794,Book,Accessories,2,368.9,2031-07-27,CUST-5837,John,customer911@example.com,+91-9474737888,"171 Street, City-60, State-20",2031-07-31,In Transit,Amazon,True,East
AMA-682775,PID-5875,Book,Accessories,6,627.7,2031-07-28,CUST-1762,Jane,customer764@example.com,+91-9672440726,"138 Street, City-72, State-27",2031-08-01,Cancelled,Amazon,False,North
AMA-932124,PID-6403,Book,Books,8,258.3,2031-07-30,CUST-4220,Jane,customer435@example.com,+91-7115889692,"106 Street, City-46, State-1",2031-08-03,In Transit,Amazon,True,East
AMA-672808,PID-3104,Headphones,Accessories,9,440.53,2031-08-02,CUST-7491,Chris,customer172@example.com,+91-9095992644,"345 Street, City-98, State-16",2031-08-06,Cancelled,Amazon,False,South
AMA-311559,PID-4897,Watch,Electronics,3,269.53,2031-08-04,CUST-2704,Alex,customer840@example.com,+91-8477037564,"70 Street, City-68, State-2",2031-08-08,Cancelled,Amazon,False,West
AMA-735370,PID-8869,Book,Accessories,8,165.86,2031-08-06,CUST-7799,Chris,customer725@example.com,+91-9649891217,"466 Street, City-58, State-28",2031-08-10,In Transit,Amazon,False,North
AMA-413977,PID-4473,Laptop,Books,10,681.81,2031-08-08,CUST-9233,Taylor,customer953@example.com,+91-7309607178,"206 Street, City-56, State-28",2031-08-12,Delivered,Amazon,True,East
AMA-996700,PID-9970,Book,Electronics,3,780.92,2031-08-09,CUST-7431,Jane,customer857@example.com,+91-7776390291,"232 Street, City-73, State-10",2031-08-13,Delivered,Amazon,True,West
AMA-287976,PID-8594,Shoes,Fashion,5,221.91,2031-08-10,CUST-9879,John,customer698@example.com,+91-9753295237,"138 Street, City-2, State-5",2031-08-14,In Transit,Amazon,False,South
AMA-965827,PID-5914,Book,Accessories,4,579.27,2031-08-11,CUST-2971,Chris,customer82@example.com,+91-9075890863,"211 Street, City-29, State-10",2031-08-15,In Transit,Amazon,False,West
AMA-532303,PID-6546,Book,Fashion,4,946.29,2031-08-15,CUST-5719,John,customer91@example.com,+91-7584574678,"81 Street, City-100, State-30",2031-08-19,Delivered,Amazon,False,North
AMA-629073,PID-4341,Headphones,Accessories,7,773.63,2031-08-16,CUST-5490,Jane,customer254@example.com,+91-7445473482,"9 Street, City-95, State-13",2031-08-20,Delivered,Amazon,False,North
AMA-569079,PID-9484,Book,Electronics,6,583.37,2031-08-20,CUST-7741,Sam,customer336@example.com,+91-9525199538,"264 Street, City-5, State-27",2031-08-24,In Transit,Amazon,False,North
AMA-898780,PID-8305,Watch,Books,7,628.43,2031-08-21,CUST-3091,Chris,customer791@example.com,+91-8282807161,"68 Street, City-82, State-6",2031-08-25,Delivered,Amazon,True,West
AMA-936682,PID-5655,Watch,Accessories,3,726.49,2031-08-22,CUST-7165,Jane,customer545@example.com,+91-8080788864,"254 Street, City-65, State-28",2031-08-26,Delivered,Amazon,True,West
AMA-370659,PID-6288,Phone,Accessories,7,426.29,2031-08-29,CUST-2215,Jane,customer825@example.com,+91-8085759528,"291 Street, City-17, State-10",2031-09-02,Cancelled,Amazon,True,South
AMA-651818,PID-5249,Shoes,Books,10,164.69,2031-08-30,CUST-9817,John,customer798@example.com,+91-9821936091,"214 Street, City-21, State-8",2031-09-03,Delivered,Amazon,True,East
AMA-411674,PID-7180,Shoes,Fashion,3,541.48,2031-09-02,CUST-6683,Alex,customer959@example.com,+91-8238633031,"87 Street, City-76, State-3",2031-09-06,Cancelled,Amazon,False,West
AMA-714299,PID-5652,Watch,Books,10,690.67,2031-09-04,CUST-9364,Alex,customer232@example.com,+91-9381189522,"147 Street, City-14, State-9",2031-09-08,Cancelled,Amazon,True,South
AMA-377530,PID-4813,Book,Accessories,6,635.66,2031-09-06,CUST-9011,Alex,customer290@example.com,+91-8014338558,"84 Street, City-27, State-16",2031-09-10,Delivered,Amazon,True,South
AMA-907385,PID-1468,Shoes,Accessories,6,926.81,2031-09-07,CUST-2048,Sam,customer291@example.com,+91-9976426735,"249 Street, City-89, State-7",2031-09-11,Delivered,Amazon,False,South
AMA-114623,PID-8293,Shoes,Books,10,900.59,2031-09-10,CUST-8026,Alex,customer816@example.com,+91-9708366748,"365 Street, City-51, State-25",2031-09-14,Cancelled,Amazon,True,West
